,task_1,task_1,task_2,task_2,task_3,task_3,task_4,task_4,task_5,task_5,task_6,task_6,task_7,task_7,task_8,task_8,task_9,task_9,task_10,task_10
7297,,,,,,,['Merging (None)'],['Merging (Minor Disturbance)'],,,,,,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],,,,
7298,,,,,,,,,,,,,,,,,,,,
7299,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
7300,,,,,,,,,,,,,,,,,,,,
7301,,,,,,,,,,,,,,,,,,,,
7302,['Featured or Disk'],['Smooth'],,['Round'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)'],
7303,,,,,,,,,,,,,,,,,,,,
7304,,,,,,,,,,,,,,,,,,,,
7305,,,,,,,,,,,,,,,,,,,,
7306,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
7307,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
7308,,,,,,,,,,,['Weak Bar'],['No Bar'],,,,,,,,
7309,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['Weak Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
7310,,,,,,,,,,,,,,,,,,,,
7311,,,,,,,,,,,,,,,,,,,,
7312,['Smooth'],['Artifact'],['In Between'],,,,['Merging (Merger)'],,,,,,,,,,,,,
7313,,,,,,,,,,,,,,,,,,,,
7314,,,,,,,,,,,,,,,,,,,,
7315,,,,,,,,,,,,,,,,,,,,
7316,,,,,,,,,,,,,,,,,,,,
7317,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
7318,,,,,,,,,['Bulge (Rounded)'],['Bulge (None)'],,,,,,,,,,
7319,,,,,,,,,,,,,,,,,,,,
7320,,,,,,,,,,,,,,,,,,,,
7321,,,,,,,,,,,,,,,,,,,,
7322,,,,,,,,,,,,,,,,,,,['Central Bulge (Moderate)'],['Central Bulge (Small)']
7323,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Loose)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
7324,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
7325,,,,,,,,,,,['Strong Bar'],['No Bar'],,,,,,,,
7326,,,,,,,,,['Bulge (Boxy)'],['Bulge (Rounded)'],,,,,,,,,,
7327,,,,,,,,,,,,,['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,
7328,,,,,,,,,,,,,,,,,,,,
7329,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
7330,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,
7331,,,,,,,,,,,,,,,,,,,,
7332,,,['In Between'],['Cigar Shaped'],,,,,,,,,,,,,,,,
7333,,,,,,,,,,,,,,,,,,,,
7334,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
7335,,,,,,,,,,,,,,,['Spiral Winding (Loose)'],['Spiral Winding (Medium)'],,,,
7336,,,,,,,,,,,,,,,,,,,,
7337,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
7338,,,,,,,,,,,,,,,,,,,,
7339,,,,,,,,,,,,,,,,,,,,
7340,,,,,,,,,,,,,,,,,,,,
7341,,,,,,,,,,,,,,,,,,,,
7342,,,,,,,,,,,,,,,,,,,,
7343,,,,,,,,,,,,,,,,,,,,
7344,,,,,,,,,,,,,,,,,,,,
7345,,,,,,,,,,,,,,,,,,,,
7346,,,,,,,['Merging (Major Disturbance)'],['Merging (Minor Disturbance)'],,,,,,,['Spiral Winding (Loose)'],['Spiral Winding (Tight)'],,,,
7347,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (No)'],,['Merging (Merger)'],['Merging (None)'],,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)'],
7348,,,,,,,,,,,,,,,,,,,,
7349,,,,,,,,,,,,,,,,,,,,
7350,,,,,,,,,,,,,,,,,,,,
7351,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
7352,,,,,,,,,,,,,,,,,,,,
7353,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
7354,,,,,,,['Merging (Major Disturbance)'],['Merging (None)'],,,,,,,,,['Spiral Arms (cannot tell)'],['Spiral Arms (2)'],,
7355,,,,,,,,,,,,,,,,,,,,
7356,,,,,,,,,,,,,,,,,,,,
7357,['Featured or Disk'],['Smooth'],,['Round'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)'],
7358,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
7359,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
7360,,,,,,,,,,,,,,,,,,,,
7361,,,,,,,,,,,,,,,,,,,,
7362,,,,,,,,,,,,,,,,,,,,
7363,,,,,,,,,,,,,,,,,,,,
7364,,,,,,,,,,,,,,,,,,,,
7365,,,,,,,,,['Bulge (Rounded)'],['Bulge (None)'],,,,,,,,,,
7366,,,,,,,,,,,,,,,,,,,,
7367,,,,,,,['Merging (Major Disturbance)'],['Merging (Minor Disturbance)'],,,,,,,,,,,,
7368,,,,,,,,,,,,,,,,,,,,
7369,,,,,,,,,,,,,,,,,,,,
7370,,,,,,,,,,,,,,,,,,,,
7371,,,,,,,,,,,,,,,,,,,,
7372,,,,,,,,,,,,,,,,,,,,
7373,,,,,,,,,,,,,,,,,,,,
7374,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
7375,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (None)'],,,,,,,,,,
7376,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
7377,['Smooth'],['Artifact'],['Round'],,,,['Merging (None)'],,,,,,,,,,,,,
7378,,,,,,,,,,,,,,,,,,,,
7379,,,,,,,,,,,,,,,,,,,,
7380,,,,,,,,,,,,,,,,,,,,
7381,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (None)'],,,,,,,,,,
7382,,,['In Between'],['Cigar Shaped'],,,,,,,,,,,,,,,,
7383,,,,,,,,,,,,,,,,,['Spiral Arms (4)'],['Spiral Arms (3)'],['Central Bulge (Moderate)'],['Central Bulge (Small)']
7384,,,,,,,,,,,,,,,,,,,,
7385,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
7386,,,,,,,,,,,,,,,,,,,['Central Bulge (Moderate)'],['Central Bulge (Small)']
7387,,,,,,,,,,,,,,,,,,,,
7388,,,,,,,,,,,,,,,,,,,,
7389,,,,,,,,,,,,,,,,,,,,
7390,,,,,,,,,,,,,,,,,,,,
7391,,,,,,,,,,,['No Bar'],['Weak Bar'],,,,,,,,
7392,,,,,,,,,,,,,,,,,,,,
7393,,,,,,,,,,,,,,,,,,,,
7394,,,,,,,,,,,,,,,,,,,,
7395,,,,,,,,,,,,,,,,,,,,
7396,,,,,,,,,,,,,,,,,,,,
7397,,,,,,,,,,,,,,,,,,,,
7398,,,,,,,,,,,,,,,,,,,,
7399,,,,,,,,,,,,,,,,,,,,
7400,,,,,['Edge On Disk (Yes)'],['Edge On Disk (No)'],['Merging (Major Disturbance)'],['Merging (None)'],['Bulge (Boxy)'],,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (None)']
7401,,,,,,,,,,,,,,,,,,,,
7402,,,,,,,,,,,,,,,,,,,,
7403,,,,,['Edge On Disk (Yes)'],['Edge On Disk (No)'],,,['Bulge (None)'],,,['Weak Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
7404,,,,,,,,,,,,,,,,,,,,
7405,,,,,,,,,,,,,,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],,,,
7406,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
7407,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
7408,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
7409,,,,,,,,,,,,,,,,,,,,
7410,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
7411,,,,,,,,,,,,,,,,,,,,
7412,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (None)'],,,,,,,,,,
7413,,,,,,,,,,,,,,,,,,,,
7414,,,,,,,,,,,,,,,,,,,,
7415,,,,,,,,,,,,,,,,,,,,
7416,,,,,,,,,,,,,,,,,,,,
7417,,,,,,,,,,,,,,,,,,,,
7418,,,,,,,,,,,,,,,,,,,,
7419,,,['In Between'],['Cigar Shaped'],,,,,,,,,,,,,,,,
7420,,,,,,,,,,,,,,,,,,,,
7421,,,,,,,,,,,,,,,,,,,,
7422,,,,,,,,,,,,,,,,,,,,
7423,,,['In Between'],['Round'],,,['Merging (None)'],['Merging (Merger)'],,,,,,,,,,,,
7424,,,,,,,,,,,,,,,,,,,,
7425,,,,,,,,,,,,,,,,,,,,
7426,,,,,,,,,,,,,,,,,,,,
7427,,,,,,,,,,,,,,,,,,,,
7428,,,,,,,,,,,,,,,,,,,,
7429,,,,,,,,,,,,,,,,,['Spiral Arms (3)'],['Spiral Arms (2)'],,
7430,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
7431,,,,,,,,,,,,,,,,,,,,
7432,,,,,,,,,,,,,,,,,,,,
7433,,,,,,,,,,,,,,,,,,,,
7434,,,,,,,,,,,,,,,,,,,,
7435,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
7436,,,,,,,,,,,,,,,,,,,,
7437,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
7438,,,,,,,,,,,,,,,,,,,,
7439,,,,,,,,,,,,,['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Loose)'],,['Spiral Arms (2)'],['Central Bulge (Large)'],['Central Bulge (Moderate)']
7440,,,,,,,,,,,['Weak Bar'],['No Bar'],,,,,,,,
7441,,,,,,,,,,,,,,,,,,,,
7442,,,,,,,,,,,,,,,,,,,,
7443,,,,,,,,,,,,,,,,,,,,
7444,,,,,,,,,,,,,,,,,,,,
7445,['Featured or Disk'],['Smooth'],,['Cigar Shaped'],['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,,
7446,,,,,,,,,,,,,,,,,,,,
7447,,,,,,,,,,,,,,,,,,,,
7448,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
7449,['Featured or Disk'],['Smooth'],,['Cigar Shaped'],['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,,
7450,,,,,,,,,,,,,,,,,,,,
7451,,,,,,,,,,,,,,,,,,,,
7452,,,,,,,,,,,,,,,,,,,,
7453,,,,,,,,,,,,,,,,,,,,
7454,,,,,,,,,,,,,,,,,,,,
7455,,,,,,,,,,,,,,,,,['Spiral Arms (2)'],['Spiral Arms (cannot tell)'],,
7456,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
7457,,,,,,,,,,,,,,,,,,,,
7458,,,,,,,,,,,,,,,,,,,,
7459,,,,,,,,,,,,,,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,,
7460,,,,,,,,,,,,,,,,,,,,
7461,,,,,,,,,,,,,,,,,,,,
7462,,,,,,,,,,,,,['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,
7463,,,,,,,,,,,,,,,,,,,,
7464,,,,,,,,,,,,,,,,,,,,
7465,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)'],
7466,,,,,,,,,,,,,,,,,,,,
7467,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
7468,,,,,,,,,,,,,,,,,,,,
7469,,,,,,,,,,,,,,,,,,,,
7470,,,,,,,,,,,['Weak Bar'],['No Bar'],,,,,,,,
7471,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
7472,,,,,,,,,,,,,,,,,,,,
7473,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (None)'],,,,,,,,,,
7474,,,,,,,,,,,,,,,,,,,,
7475,,,,,,,,,,,,,,,,,['Spiral Arms (3)'],['Spiral Arms (2)'],,
7476,,,,,,,,,,,,,,,,,,,,
7477,,,,,,,,,,,,,,,['Spiral Winding (Loose)'],['Spiral Winding (Medium)'],,,['Central Bulge (Large)'],['Central Bulge (None)']
7478,,,,,,,,,,,,,,,,,,,,
7479,,,,,,,,,,,,,,,,,,,,
7480,,,,,,,,,,,,,,,,,,,,
7481,,,,,,,,,,,,,,,,,,,,
7482,,,,,,,,,,,,,,,,,,,,
7483,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,['Spiral Arms (cannot tell)'],['Spiral Arms (2)'],,
7484,,,,,,,,,,,['No Bar'],['Weak Bar'],['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,
7485,,,,,,,,,,,,,,,,,,,,
7486,,,,,,,['Merging (None)'],['Merging (Merger)'],,,,,,,['Spiral Winding (Loose)'],['Spiral Winding (Medium)'],,,,
7487,,,,,,,,,,,,,,,,,,,,
7488,,,,,,,,,,,,,,,,,,,,
7489,,,['Round'],['In Between'],,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
7490,,,,,,,,,,,,,,,,,,,,
7491,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
7492,,,,,,,,,,,,,,,,,,,,
7493,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
7494,,,,,,,['Merging (None)'],['Merging (Merger)'],,,,,,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],,,,
7495,,,,,,,,,,,,,,,,,,,,
7496,,,,,,,,,,,,,,,,,,,,
7497,,,['In Between'],['Cigar Shaped'],,,,,,,,,,,,,,,,
7498,,,,,,,,,,,,,,,,,,,,
7499,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
7500,,,,,,,,,,,,,,,,,,,,
7501,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
7502,,,,,,,,,,,,,,,,,,,,
7503,,,,,,,,,,,,,,,,,,,,
7504,,,,,,,,,,,,,,,,,,,,
7505,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
7506,,,,,,,,,,,,,,,,,,,,
7507,,,,,,,['Merging (None)'],['Merging (Minor Disturbance)'],,,,,,,,,,,,
7508,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
7509,,,,,,,,,,,,,,,,,,,,
7510,,,,,,,,,,,,,,,,,,,,
7511,,,,,,,,,,,,,,,,,,,,
7512,,,,,,,,,,,,,,,,,,,,
7513,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
7514,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,
7515,,,,,,,,,,,,,,,,,,,,
7516,,,,,,,,,,,,,,,,,,,,
7517,,,,,,,,,,,,,,,,,,,,
7518,,,,,,,,,,,,,,,,,,,,
7519,,,['In Between'],['Round'],,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
7520,,,,,,,,,,,,,,,,,,,,
7521,,,,,,,,,,,,,,,,,,,,
7522,,,,,,,,,,,,,,,,,,,,
7523,,,,,,,,,,,['Strong Bar'],['Weak Bar'],,,,,,,,
7524,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
7525,,,,,,,,,,,,,,,,,,,,
7526,,,,,,,,,,,,,['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,
7527,,,,,,,,,,,,,,,,,,,,
7528,,,,,,,,,,,,,,,,,,,,
7529,,,,,,,,,,,,,,,,,,,,
7530,,,,,,,,,,,,,,,,,,,,
7531,,,,,,,,,,,,,,,,,,,,
7532,,,,,,,,,,,,,,,,,,,,
7533,,,,,,,,,,,,,,,,,,,,
7534,['Smooth'],['Artifact'],['Round'],,,,['Merging (None)'],,,,,,,,,,,,,
7535,,,,,,,,,,,,,,,,,,,,
7536,,,['In Between'],['Cigar Shaped'],,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
7537,,,,,,,,,,,,,,,,,,,,
7538,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
7539,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
7540,,,,,,,,,,,,,,,,,,,,
7541,,,,,,,,,,,,,,,,,,,,
7542,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
7543,,,,,,,,,,,,,,,,,,,,
7544,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Small)']
7545,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Small)']
7546,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,['Spiral Arms (cannot tell)'],['Spiral Arms (2)'],,
7547,,,,,,,,,,,,,,,,,,,,
7548,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
7549,,,,,,,['Merging (None)'],['Merging (Minor Disturbance)'],,,,,,,,,,,,
7550,,,,,,,,,,,,,,,,,,,,
7551,,,,,,,,,,,,,,,,,,,,
7552,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
7553,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
7554,,,,,,,,,,,,,,,,,,,,
7555,,,,,,,,,,,,,,,,,,,,
7556,,,,,,,,,,,,,,,,,,,,
7557,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],['Merging (Merger)'],['Merging (None)'],,['Bulge (None)'],,,,,,,,,,
7558,,,,,,,,,,,,,,,,,,,,
7559,,,,,,,,,,,,,,,,,,,,
7560,,,,,,,,,,,,,,,,,,,,
7561,,,,,,,,,,,,,,,,,,,,
7562,,,,,,,,,,,,,,,,,,,,
7563,,,,,,,,,,,,,,,,,,,,
7564,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (No)'],,,,,,['Weak Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Loose)'],,['Spiral Arms (2)'],,['Central Bulge (None)']
7565,,,,,,,,,,,,,,,,,,,,
7566,,,,,,,,,,,,,,,,,,,,
7567,,,,,,,,,,,,,,,,,,,,
7568,,,,,,,,,,,,,,,,,,,,
7569,,,,,,,,,,,,,,,,,,,,
7570,,,,,,,,,,,,,,,,,,,,
7571,,,,,,,,,,,,,,,,,,,,
7572,,,,,,,,,,,,,,,,,,,,
7573,,,['In Between'],['Round'],,,['Merging (None)'],['Merging (Minor Disturbance)'],,,,,,,,,,,,
7574,,,,,,,,,,,,,,,,,,,,
7575,['Featured or Disk'],['Smooth'],,['Round'],['Edge On Disk (Yes)'],,['Merging (None)'],['Merging (Merger)'],['Bulge (Rounded)'],,,,,,,,,,,
7576,,,,,,,,,,,,,,,,,,,,
7577,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
7578,,,,,,,,,,,,,,,,,,,,
7579,,,,,,,,,,,,,,,,,,,,
7580,,,,,,,,,,,,,,,,,,,,
7581,,,,,,,,,,,,,,,,,,,,
7582,,,,,,,,,,,,,,,,,,,,
7583,,,,,,,,,,,['No Bar'],['Weak Bar'],,,,,,,,
7584,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
7585,,,,,,,,,,,,,,,,,,,,
7586,,,,,,,,,,,,,,,,,,,,
7587,['Featured or Disk'],['Smooth'],,['Cigar Shaped'],['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,,
7588,,,,,,,,,,,,,,,,,,,,
7589,,,,,,,,,,,,,,,,,,,,
7590,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,['Central Bulge (Small)']
7591,,,,,,,,,,,,,,,,,,,,
7592,,,,,,,,,,,,,,,,,,,,
7593,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,['Central Bulge (Moderate)'],['Central Bulge (Small)']
7594,,,,,,,['Merging (Minor Disturbance)'],['Merging (Merger)'],,,,,,,,,,,,
7595,,,,,,,,,,,,,,,,,,,,
7596,,,,,,,,,,,,,,,,,,,,
7597,,,,,,,,,,,,,,,,,,,,
7598,,,,,,,,,,,,,,,,,,,,
7599,,,,,,,,,,,,,,,,,,,,
7600,,,,,,,,,,,,,,,,,,,,
7601,['Featured or Disk'],['Smooth'],,['Cigar Shaped'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)'],
7602,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Small)']
7603,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,
7604,,,,,,,,,,,,,,,,,,,,
7605,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['Weak Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
7606,,,,,,,,,,,,,,,,,,,,
7607,,,,,,,,,,,,,,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,,
7608,,,,,,,,,,,,,,,,,['Spiral Arms (3)'],['Spiral Arms (2)'],,
7609,,,,,,,,,,,,,,,,,,,,
7610,,,,,,,,,,,,,,,,,,,,
7611,,,,,,,,,,,,,,,,,,,,
7612,,,,,,,,,,,,,,,,,,,,
7613,,,,,,,,,,,,,,,,,,,,
7614,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
7615,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
7616,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
7617,,,,,,,,,,,,,,,,,,,,
7618,,,,,,,,,,,,,,,,,,,,
7619,,,['Round'],['In Between'],,,,,,,,,,,,,,,,
7620,,,['In Between'],['Cigar Shaped'],,,,,,,,,,,,,,,,
7621,,,,,,,,,,,,,,,,,,,,
7622,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
7623,,,,,,,,,,,,,,,,,,,,
7624,,,,,,,,,,,,,,,,,,,,
7625,,,,,,,,,,,,,,,,,,,,
7626,,,,,,,,,,,,,,,,,['Spiral Arms (2)'],['Spiral Arms (cannot tell)'],,
7627,,,,,,,,,,,,,,,,,,,,
7628,,,,,,,['Merging (None)'],['Merging (Merger)'],,,['Strong Bar'],['No Bar'],['Spiral Arms (Yes)'],['Spiral Arms (No)'],['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,,
7629,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,,
7630,,,,,,,,,,,,,,,,,,,,
7631,,,,,,,,,,,,,,,,,,,,
7632,,,,,,,,,,,,,,,,,,,,
7633,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
7634,,,,,,,,,,,,,,,,,,,,
7635,,,['Cigar Shaped'],['In Between'],,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
7636,,,,,,,,,,,,,,,,,,,,
7637,,,,,,,,,,,,,,,,,,,,
7638,,,,,,,,,,,,,,,,,,,,
7639,,,,,,,['Merging (Merger)'],['Merging (None)'],,,['No Bar'],['Weak Bar'],,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],,,,
7640,,,,,,,,,,,,,,,,,,,,
7641,,,,,,,,,,,,,,,,,,,,
7642,,,['In Between'],['Round'],,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
7643,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
7644,,,,,,,,,,,,,,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],['Spiral Arms (4)'],['Spiral Arms (2)'],['Central Bulge (Moderate)'],['Central Bulge (Small)']
7645,,,,,,,,,,,,,,,,,,,,
7646,,,,,,,,,,,,,,,,,,,['Central Bulge (Small)'],['Central Bulge (Moderate)']
7647,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (No)'],,,,,,['Weak Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)'],
7648,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Moderate)']
7649,,,,,,,,,,,,,,,,,,,,
7650,,,,,,,,,,,,,,,,,,,,
7651,,,,,,,,,,,,,,,,,,,,
7652,,,,,,,,,,,,,,,,,,,,
7653,,,,,,,,,,,['Weak Bar'],['No Bar'],,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,,
7654,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
7655,,,,,,,,,,,,,,,,,,,,
7656,,,,,,,,,,,,,,,,,,,,
7657,,,,,,,,,,,,,,,,,,,,
7658,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Small)'],
7659,,,,,,,,,,,,,,,,,,,,
7660,,,,,,,['Merging (Minor Disturbance)'],['Merging (Merger)'],,,,,,,,,,,,
